attempt_count,same_password_count,recent_attempts,country,service,risk_level,attack_type
11,11,8,India,admin_panel,High,Credential Stuffing
43,3,31,Germany,admin_panel,High,Bot Attack
8,11,3,Germany,admin_panel,High,Credential Stuffing
30,6,38,France,web_login,High,Bot Attack
23,3,27,Germany,web_login,High,Bot Attack
5,15,7,Germany,admin_panel,High,Credential Stuffing
10,16,6,Brazil,web_login,High,Credential Stuffing
1,1,0,China,admin_panel,Low,Normal
27,5,12,Canada,admin_panel,High,Brute Force
11,5,15,Canada,admin_panel,High,Brute Force
38,6,23,United States,web_login,High,Brute Force
2,0,3,Brazil,web_login,Low,Normal
29,8,29,Australia,web_login,High,Brute Force
13,10,5,Germany,admin_panel,High,Credential Stuffing
28,9,21,United Kingdom,web_login,High,Brute Force
49,8,40,China,admin_panel,High,Bot Attack
25,11,16,Germany,web_login,High,Brute Force
13,9,17,Brazil,web_login,High,Brute Force
2,2,0,France,web_login,Low,Normal
52,5,33,United States,admin_panel,High,Bot Attack
12,7,14,Canada,web_login,High,Brute Force
22,5,12,France,admin_panel,High,Brute Force
5,10,8,Brazil,admin_panel,High,Credential Stuffing
28,8,29,India,admin_panel,High,Bot Attack
3,2,2,Brazil,web_login,Low,Normal
25,5,28,China,admin_panel,High,Bot Attack
34,5,11,Russia,admin_panel,High,Brute Force
5,18,8,United States,web_login,High,Credential Stuffing
55,3,20,China,admin_panel,High,Bot Attack
54,6,34,France,web_login,High,Bot Attack
11,20,6,France,admin_panel,High,Credential Stuffing
23,9,21,United Kingdom,web_login,High,Brute Force
35,11,19,United Kingdom,admin_panel,High,Brute Force
43,8,18,Brazil,web_login,High,Bot Attack
9,14,3,Russia,admin_panel,High,Credential Stuffing
10,15,6,China,web_login,High,Credential Stuffing
10,8,30,Germany,admin_panel,High,Brute Force
49,3,27,China,web_login,High,Bot Attack
2,1,3,India,admin_panel,Low,Normal
1,0,3,China,web_login,Low,Normal
17,8,22,Russia,web_login,High,Brute Force
12,8,29,United Kingdom,admin_panel,High,Brute Force
1,2,2,Brazil,admin_panel,Low,Normal
38,11,23,Brazil,web_login,High,Brute Force
29,6,15,Australia,admin_panel,High,Brute Force
9,13,8,India,admin_panel,High,Credential Stuffing
2,1,3,China,admin_panel,Low,Normal
2,1,3,China,web_login,Low,Normal
20,5,19,India,web_login,High,Bot Attack
24,5,25,Russia,admin_panel,High,Bot Attack
25,10,24,Germany,web_login,High,Brute Force
45,8,39,China,web_login,High,Bot Attack
8,18,5,India,web_login,High,Credential Stuffing
1,1,2,United States,web_login,Low,Normal
3,2,0,Australia,admin_panel,Low,Normal
28,6,20,United Kingdom,admin_panel,High,Brute Force
29,6,17,Germany,web_login,High,Brute Force
35,4,34,Canada,web_login,High,Bot Attack
8,8,3,Canada,web_login,High,Credential Stuffing
6,13,5,United States,web_login,High,Credential Stuffing
11,12,22,United States,admin_panel,High,Brute Force
8,20,5,Canada,web_login,High,Credential Stuffing
1,1,3,Australia,admin_panel,Low,Normal
5,12,5,Germany,web_login,High,Credential Stuffing
7,15,4,Canada,web_login,High,Credential Stuffing
26,8,30,France,admin_panel,High,Brute Force
10,15,8,France,admin_panel,High,Credential Stuffing
35,12,11,United States,web_login,High,Brute Force
13,12,27,France,web_login,High,Brute Force
41,3,22,Australia,admin_panel,High,Bot Attack
11,11,6,United States,admin_panel,High,Credential Stuffing
39,9,10,France,web_login,High,Brute Force
15,6,22,India,admin_panel,High,Brute Force
11,9,15,United Kingdom,admin_panel,High,Brute Force
29,12,14,France,admin_panel,High,Brute Force
1,0,0,Russia,admin_panel,Low,Normal
24,5,37,France,admin_panel,High,Bot Attack
2,0,3,Germany,admin_panel,Low,Normal
2,2,2,Germany,web_login,Low,Normal
39,5,21,India,web_login,High,Brute Force
14,11,25,Australia,admin_panel,High,Brute Force
17,9,15,Brazil,admin_panel,High,Brute Force
1,1,1,Russia,web_login,Low,Normal
26,3,32,Brazil,admin_panel,High,Bot Attack
43,8,19,India,web_login,High,Bot Attack
11,16,8,Brazil,web_login,High,Credential Stuffing
1,2,1,Russia,web_login,Low,Normal
14,9,3,Australia,web_login,High,Credential Stuffing
1,0,3,United Kingdom,admin_panel,Low,Normal
7,13,5,France,web_login,High,Credential Stuffing
3,2,3,Brazil,web_login,Low,Normal
24,7,29,Brazil,web_login,High,Bot Attack
22,7,16,India,admin_panel,High,Brute Force
23,10,26,Australia,admin_panel,High,Brute Force
31,6,30,Australia,admin_panel,High,Brute Force
13,8,2,China,admin_panel,High,Credential Stuffing
39,8,14,China,web_login,High,Brute Force
41,5,19,Canada,admin_panel,High,Bot Attack
21,6,29,United Kingdom,admin_panel,High,Bot Attack
5,11,5,China,web_login,High,Credential Stuffing
13,8,6,Germany,admin_panel,High,Credential Stuffing
59,7,38,India,admin_panel,High,Bot Attack
8,12,5,France,admin_panel,High,Credential Stuffing
1,1,0,France,web_login,Low,Normal
29,6,32,United States,web_login,High,Bot Attack
3,0,0,Germany,web_login,Low,Normal
58,4,20,Australia,web_login,High,Bot Attack
1,0,1,Brazil,admin_panel,Low,Normal
15,17,3,United Kingdom,web_login,High,Credential Stuffing
19,10,25,China,web_login,High,Brute Force
30,12,28,China,admin_panel,High,Brute Force
29,8,36,Brazil,web_login,High,Bot Attack
37,6,19,United Kingdom,admin_panel,High,Brute Force
58,3,32,Canada,admin_panel,High,Bot Attack
11,16,3,Australia,admin_panel,High,Credential Stuffing
15,9,23,Canada,admin_panel,High,Brute Force
15,19,2,Australia,web_login,High,Credential Stuffing
6,18,4,Canada,admin_panel,High,Credential Stuffing
34,12,28,Germany,web_login,High,Brute Force
34,11,12,United States,admin_panel,High,Brute Force
39,3,39,Germany,web_login,High,Bot Attack
10,19,6,Australia,web_login,High,Credential Stuffing
20,10,19,France,web_login,High,Brute Force
6,17,6,Brazil,admin_panel,High,Credential Stuffing
36,12,15,Canada,admin_panel,High,Brute Force
15,15,2,United States,web_login,High,Credential Stuffing
9,8,8,Brazil,admin_panel,High,Credential Stuffing
33,11,14,Canada,web_login,High,Brute Force
2,2,2,Germany,web_login,Low,Normal
59,5,34,Australia,web_login,High,Bot Attack
2,0,3,India,web_login,Low,Normal
19,11,27,China,web_login,High,Brute Force
50,4,20,United States,admin_panel,High,Bot Attack
25,6,39,France,admin_panel,High,Bot Attack
28,12,21,United Kingdom,web_login,High,Brute Force
13,8,7,India,web_login,High,Credential Stuffing
52,3,19,United Kingdom,admin_panel,High,Bot Attack
32,5,21,Australia,web_login,High,Bot Attack
34,6,17,United States,admin_panel,High,Brute Force
40,10,21,India,admin_panel,High,Brute Force
11,7,27,Canada,admin_panel,High,Brute Force
26,3,31,Russia,admin_panel,High,Bot Attack
9,19,3,Brazil,web_login,High,Credential Stuffing
3,2,3,Germany,web_login,Low,Normal
2,0,1,Canada,admin_panel,Low,Normal
1,0,1,China,web_login,Low,Normal
12,19,2,Australia,admin_panel,High,Credential Stuffing
39,3,39,Germany,admin_panel,High,Bot Attack
10,13,7,Brazil,web_login,High,Credential Stuffing
40,6,35,China,admin_panel,High,Bot Attack
38,10,10,United States,web_login,High,Brute Force
11,15,6,Australia,admin_panel,High,Credential Stuffing
1,0,3,India,web_login,Low,Normal
3,1,1,Germany,admin_panel,Low,Normal
11,17,5,United States,admin_panel,High,Credential Stuffing
1,2,1,Canada,admin_panel,Low,Normal
44,8,36,United Kingdom,web_login,High,Bot Attack
28,5,17,Canada,web_login,High,Brute Force
38,6,15,France,web_login,High,Bot Attack
44,3,30,France,admin_panel,High,Bot Attack
1,2,1,Australia,web_login,Low,Normal
1,2,3,Germany,web_login,Low,Normal
24,3,29,United States,web_login,High,Bot Attack
11,18,8,France,web_login,High,Credential Stuffing
2,1,1,United Kingdom,admin_panel,Low,Normal
7,16,6,China,admin_panel,High,Credential Stuffing
7,10,8,United Kingdom,admin_panel,High,Credential Stuffing
22,7,15,France,web_login,High,Brute Force
48,4,23,Germany,admin_panel,High,Bot Attack
3,1,1,China,admin_panel,Low,Normal
3,1,0,Russia,web_login,Low,Normal
33,7,38,France,web_login,High,Bot Attack
9,17,3,United Kingdom,admin_panel,High,Credential Stuffing
45,7,21,United Kingdom,web_login,High,Bot Attack
1,2,3,Russia,admin_panel,Low,Normal
11,17,6,Australia,web_login,High,Credential Stuffing
3,0,1,India,web_login,Low,Normal
23,9,30,Germany,admin_panel,High,Brute Force
3,1,3,Canada,admin_panel,Low,Normal
10,11,5,United Kingdom,web_login,High,Credential Stuffing
17,11,15,Australia,web_login,High,Brute Force
26,8,19,France,admin_panel,High,Brute Force
22,7,15,China,admin_panel,High,Bot Attack
23,5,25,Canada,admin_panel,High,Brute Force
22,7,27,Russia,admin_panel,High,Brute Force
60,8,30,India,admin_panel,High,Bot Attack
7,19,6,Australia,admin_panel,High,Credential Stuffing
1,1,3,United States,web_login,Low,Normal
43,5,35,China,admin_panel,High,Bot Attack
3,1,1,Germany,web_login,Low,Normal
25,5,25,Russia,admin_panel,High,Bot Attack
36,4,36,Russia,web_login,High,Bot Attack
12,13,5,China,admin_panel,High,Credential Stuffing
10,9,7,France,web_login,High,Credential Stuffing
1,2,1,India,web_login,Low,Normal
15,10,3,Germany,web_login,High,Credential Stuffing
2,1,3,Canada,admin_panel,Low,Normal
40,12,23,India,admin_panel,High,Brute Force
34,5,20,Germany,web_login,High,Brute Force
27,6,10,India,admin_panel,High,Brute Force
35,9,22,France,admin_panel,High,Brute Force
2,0,1,United States,admin_panel,Low,Normal
2,0,1,United States,admin_panel,Low,Normal
52,7,36,Australia,admin_panel,High,Bot Attack
16,12,20,United Kingdom,web_login,High,Brute Force
2,2,0,China,admin_panel,Low,Normal
2,0,3,India,web_login,Low,Normal
33,6,27,India,web_login,High,Brute Force
1,0,2,Australia,admin_panel,Low,Normal
29,12,26,Germany,web_login,High,Brute Force
3,0,1,France,admin_panel,Low,Normal
10,15,3,Canada,admin_panel,High,Credential Stuffing
3,2,3,Brazil,web_login,Low,Normal
43,4,37,United States,admin_panel,High,Bot Attack
15,8,4,Australia,admin_panel,High,Credential Stuffing
3,2,2,France,web_login,Low,Normal
6,18,8,Brazil,admin_panel,High,Credential Stuffing
21,5,29,Russia,admin_panel,High,Brute Force
22,6,20,United Kingdom,web_login,High,Bot Attack
37,11,12,United States,admin_panel,High,Brute Force
1,1,3,France,admin_panel,Low,Normal
16,7,13,India,admin_panel,High,Brute Force
26,3,21,Russia,admin_panel,High,Bot Attack
28,7,25,Australia,web_login,High,Bot Attack
32,8,38,United States,admin_panel,High,Bot Attack
2,2,1,Russia,web_login,Low,Normal
40,10,20,Australia,admin_panel,High,Brute Force
15,5,28,Canada,web_login,High,Brute Force
58,5,33,Brazil,web_login,High,Bot Attack
18,5,13,United Kingdom,web_login,High,Brute Force
3,1,2,Australia,web_login,Low,Normal
3,2,1,India,web_login,Low,Normal
19,12,21,Canada,web_login,High,Brute Force
16,9,16,United States,admin_panel,High,Brute Force
28,7,31,India,web_login,High,Bot Attack
38,6,19,China,admin_panel,High,Brute Force
3,2,3,Australia,admin_panel,Low,Normal
46,7,22,United States,web_login,High,Bot Attack
12,12,4,Australia,admin_panel,High,Credential Stuffing
30,9,22,China,admin_panel,High,Brute Force
8,8,3,United Kingdom,admin_panel,High,Credential Stuffing
55,3,37,Canada,web_login,High,Bot Attack
55,7,15,Germany,admin_panel,High,Bot Attack
2,2,1,India,admin_panel,Low,Normal
2,1,0,Australia,admin_panel,Low,Normal
14,15,2,Canada,admin_panel,High,Credential Stuffing
39,7,23,Germany,admin_panel,High,Brute Force
54,8,37,Brazil,web_login,High,Bot Attack
34,6,15,Germany,admin_panel,High,Brute Force
15,12,3,India,admin_panel,High,Credential Stuffing
27,5,16,Canada,admin_panel,High,Bot Attack
1,0,0,Australia,web_login,Low,Normal
9,17,8,Australia,web_login,High,Credential Stuffing
3,2,2,France,web_login,Low,Normal
11,14,4,Australia,admin_panel,High,Credential Stuffing
2,2,3,Canada,web_login,Low,Normal
2,0,2,Germany,admin_panel,Low,Normal
11,11,20,Australia,admin_panel,High,Brute Force
10,11,12,France,web_login,High,Brute Force
1,2,3,Germany,web_login,Low,Normal
58,5,37,Australia,admin_panel,High,Bot Attack
32,9,30,Australia,admin_panel,High,Brute Force
14,11,6,Russia,admin_panel,High,Credential Stuffing
37,7,19,United Kingdom,web_login,High,Bot Attack
12,12,6,United States,web_login,High,Credential Stuffing
38,10,16,Brazil,admin_panel,High,Brute Force
10,8,23,United Kingdom,web_login,High,Brute Force
19,11,15,China,admin_panel,High,Brute Force
35,5,17,Russia,web_login,High,Brute Force
1,0,2,United States,admin_panel,Low,Normal
9,17,5,Russia,web_login,High,Credential Stuffing
37,3,30,France,admin_panel,High,Bot Attack
24,8,20,Russia,admin_panel,High,Brute Force
34,6,20,China,web_login,High,Brute Force
18,12,27,Russia,web_login,High,Brute Force
29,8,29,France,admin_panel,High,Brute Force
33,6,26,India,web_login,High,Bot Attack
11,10,19,Australia,admin_panel,High,Brute Force
49,3,27,India,web_login,High,Bot Attack
51,3,33,Australia,web_login,High,Bot Attack
15,15,6,China,admin_panel,High,Credential Stuffing
1,2,1,India,admin_panel,Low,Normal
2,2,1,Brazil,admin_panel,Low,Normal
1,0,0,United States,admin_panel,Low,Normal
11,13,2,Australia,admin_panel,High,Credential Stuffing
24,3,16,Brazil,web_login,High,Bot Attack
27,4,33,United States,web_login,High,Bot Attack
10,13,2,Russia,web_login,High,Credential Stuffing
30,8,16,Brazil,admin_panel,High,Bot Attack
15,11,8,China,web_login,High,Credential Stuffing
3,2,0,Germany,web_login,Low,Normal
5,12,8,Germany,web_login,High,Credential Stuffing
37,7,30,Australia,admin_panel,High,Brute Force
24,5,30,Australia,web_login,High,Brute Force
2,1,0,Russia,admin_panel,Low,Normal
39,8,36,India,web_login,High,Bot Attack
11,20,7,United Kingdom,web_login,High,Credential Stuffing
6,12,5,United States,admin_panel,High,Credential Stuffing
29,6,26,France,web_login,High,Brute Force
35,5,20,Australia,admin_panel,High,Brute Force
15,9,2,France,web_login,High,Credential Stuffing
19,8,28,United Kingdom,admin_panel,High,Brute Force
27,5,27,France,admin_panel,High,Brute Force
2,2,1,Canada,web_login,Low,Normal
12,8,28,United States,web_login,High,Brute Force
11,8,8,Brazil,admin_panel,High,Credential Stuffing
25,8,10,United States,admin_panel,High,Brute Force
1,0,1,China,admin_panel,Low,Normal
13,17,2,Australia,admin_panel,High,Credential Stuffing
24,8,17,France,admin_panel,High,Brute Force
21,7,28,India,admin_panel,High,Brute Force
1,2,3,China,web_login,Low,Normal
2,2,3,India,admin_panel,Low,Normal
32,9,28,United States,web_login,High,Brute Force
24,7,18,United States,admin_panel,High,Brute Force
31,6,20,United Kingdom,admin_panel,High,Brute Force
18,5,29,United States,admin_panel,High,Brute Force
32,7,21,United States,admin_panel,High,Brute Force
2,2,0,Canada,web_login,Low,Normal
20,6,23,India,admin_panel,High,Brute Force
1,0,0,Germany,web_login,Low,Normal
16,9,27,China,web_login,High,Brute Force
51,8,15,Brazil,web_login,High,Bot Attack
22,6,20,Germany,web_login,High,Bot Attack
59,8,38,Canada,admin_panel,High,Bot Attack
2,2,0,Brazil,admin_panel,Low,Normal
1,0,2,United States,admin_panel,Low,Normal
8,16,6,Australia,web_login,High,Credential Stuffing
1,0,2,India,admin_panel,Low,Normal
40,3,16,France,admin_panel,High,Bot Attack
13,18,5,Canada,web_login,High,Credential Stuffing
2,0,1,France,admin_panel,Low,Normal
31,9,22,Australia,admin_panel,High,Brute Force
18,9,17,Australia,admin_panel,High,Brute Force
55,4,37,Australia,admin_panel,High,Bot Attack
27,11,10,Brazil,web_login,High,Brute Force
8,19,4,Canada,web_login,High,Credential Stuffing
60,3,18,Russia,admin_panel,High,Bot Attack
3,1,2,Canada,web_login,Low,Normal
26,5,10,India,admin_panel,High,Brute Force
8,15,8,France,admin_panel,High,Credential Stuffing
15,12,6,France,web_login,High,Credential Stuffing
15,20,8,United Kingdom,web_login,High,Credential Stuffing
50,6,31,Germany,web_login,High,Bot Attack
2,1,3,United States,admin_panel,Low,Normal
40,6,18,United States,web_login,High,Brute Force
44,8,30,Canada,admin_panel,High,Bot Attack
12,6,20,Russia,web_login,High,Brute Force
1,1,0,China,web_login,Low,Normal
3,2,2,United States,web_login,Low,Normal
5,11,7,India,admin_panel,High,Credential Stuffing
1,1,2,Germany,admin_panel,Low,Normal
2,2,3,Australia,web_login,Low,Normal
9,14,7,Canada,web_login,High,Credential Stuffing
12,13,8,Germany,web_login,High,Credential Stuffing
23,7,27,Germany,admin_panel,High,Bot Attack
14,18,4,Australia,admin_panel,High,Credential Stuffing
31,8,15,India,admin_panel,High,Brute Force
31,8,20,Australia,admin_panel,High,Brute Force
6,19,8,Germany,web_login,High,Credential Stuffing
15,7,24,China,web_login,High,Brute Force
21,5,35,Russia,admin_panel,High,Bot Attack
2,2,1,United States,web_login,Low,Normal
28,12,22,Germany,admin_panel,High,Brute Force
15,11,5,Australia,admin_panel,High,Credential Stuffing
27,4,16,United States,web_login,High,Bot Attack
2,2,0,Germany,admin_panel,Low,Normal
8,13,8,United States,admin_panel,High,Credential Stuffing
45,4,33,France,web_login,High,Bot Attack
14,8,6,India,admin_panel,High,Credential Stuffing
15,18,7,United Kingdom,web_login,High,Credential Stuffing
54,8,22,United States,admin_panel,High,Bot Attack
15,15,4,India,admin_panel,High,Credential Stuffing
5,13,4,Russia,admin_panel,High,Credential Stuffing
10,13,5,United States,admin_panel,High,Credential Stuffing
14,15,5,Australia,web_login,High,Credential Stuffing
3,2,2,Australia,web_login,Low,Normal
22,6,38,Canada,admin_panel,High,Bot Attack
14,11,4,United States,web_login,High,Credential Stuffing
10,7,20,Brazil,web_login,High,Brute Force
22,6,28,United States,web_login,High,Brute Force
49,7,25,India,admin_panel,High,Bot Attack
45,7,35,Russia,admin_panel,High,Bot Attack
13,6,10,France,web_login,High,Brute Force
45,5,34,India,web_login,High,Bot Attack
5,9,5,France,web_login,High,Credential Stuffing
22,11,22,United Kingdom,admin_panel,High,Brute Force
36,9,23,Russia,web_login,High,Brute Force
14,8,7,Russia,admin_panel,High,Credential Stuffing
58,7,18,United States,admin_panel,High,Bot Attack
21,8,12,Russia,admin_panel,High,Brute Force
7,20,4,United Kingdom,admin_panel,High,Credential Stuffing
35,8,35,Russia,admin_panel,High,Bot Attack
54,3,25,United Kingdom,admin_panel,High,Bot Attack
10,19,3,Germany,admin_panel,High,Credential Stuffing
28,7,26,United States,web_login,High,Brute Force
1,1,2,United Kingdom,web_login,Low,Normal
25,8,12,Australia,admin_panel,High,Brute Force
10,17,6,India,admin_panel,High,Credential Stuffing
3,0,0,Russia,admin_panel,Low,Normal
13,9,16,Germany,admin_panel,High,Brute Force
3,0,3,Australia,web_login,Low,Normal
1,2,1,Russia,web_login,Low,Normal
2,0,2,Russia,web_login,Low,Normal
53,5,24,Canada,web_login,High,Bot Attack
10,9,26,Australia,web_login,High,Brute Force
15,13,7,India,admin_panel,High,Credential Stuffing
3,1,0,United Kingdom,admin_panel,Low,Normal
60,7,40,Australia,admin_panel,High,Bot Attack
12,11,2,Australia,web_login,High,Credential Stuffing
44,3,24,Brazil,admin_panel,High,Bot Attack
6,17,2,Russia,web_login,High,Credential Stuffing
14,9,4,United States,admin_panel,High,Credential Stuffing
1,1,0,Russia,admin_panel,Low,Normal
2,2,2,China,web_login,Low,Normal
45,6,39,Germany,web_login,High,Bot Attack
30,8,18,India,admin_panel,High,Bot Attack
9,13,7,China,web_login,High,Credential Stuffing
12,7,30,Australia,admin_panel,High,Brute Force
14,20,4,China,admin_panel,High,Credential Stuffing
37,9,28,China,web_login,High,Brute Force
5,14,6,France,admin_panel,High,Credential Stuffing
33,5,16,Australia,web_login,High,Brute Force
21,9,25,Brazil,admin_panel,High,Brute Force
26,6,40,Russia,web_login,High,Bot Attack
1,1,0,Canada,admin_panel,Low,Normal
45,3,17,Brazil,admin_panel,High,Bot Attack
9,18,2,France,admin_panel,High,Credential Stuffing
44,5,16,Canada,admin_panel,High,Bot Attack
50,8,17,United Kingdom,admin_panel,High,Bot Attack
3,2,1,Germany,web_login,Low,Normal
37,10,28,India,web_login,High,Brute Force
15,12,5,Germany,web_login,High,Credential Stuffing
55,5,38,Germany,admin_panel,High,Bot Attack
21,8,37,Brazil,web_login,High,Bot Attack
1,0,0,United States,web_login,Low,Normal
12,18,3,Brazil,web_login,High,Credential Stuffing
18,7,10,India,web_login,High,Brute Force
8,18,7,France,admin_panel,High,Credential Stuffing
51,7,16,United Kingdom,web_login,High,Bot Attack
36,9,15,Russia,admin_panel,High,Brute Force
20,3,15,Australia,admin_panel,High,Bot Attack
1,1,0,Australia,admin_panel,Low,Normal
13,18,8,India,admin_panel,High,Credential Stuffing
6,9,7,United States,web_login,High,Credential Stuffing
3,0,0,Australia,admin_panel,Low,Normal
13,11,2,Canada,web_login,High,Credential Stuffing
55,3,32,Germany,admin_panel,High,Bot Attack
34,11,22,United Kingdom,admin_panel,High,Brute Force
1,0,2,France,web_login,Low,Normal
41,5,31,United States,admin_panel,High,Bot Attack
20,8,29,United States,admin_panel,High,Brute Force
45,4,26,France,admin_panel,High,Bot Attack
3,2,0,India,web_login,Low,Normal
23,11,11,United States,admin_panel,High,Brute Force
11,9,4,United Kingdom,admin_panel,High,Credential Stuffing
48,4,38,Australia,admin_panel,High,Bot Attack
3,2,1,China,admin_panel,Low,Normal
15,8,4,Brazil,web_login,High,Credential Stuffing
30,6,38,Australia,web_login,High,Bot Attack
54,7,25,Canada,admin_panel,High,Bot Attack
5,20,3,Russia,admin_panel,High,Credential Stuffing
15,8,7,Russia,web_login,High,Credential Stuffing
40,3,29,Russia,web_login,High,Bot Attack
3,2,1,Canada,admin_panel,Low,Normal
11,20,8,Canada,web_login,High,Credential Stuffing
37,3,38,Canada,admin_panel,High,Bot Attack
9,14,6,Brazil,web_login,High,Credential Stuffing
15,15,8,United Kingdom,web_login,High,Credential Stuffing
32,7,25,United Kingdom,web_login,High,Bot Attack
3,2,3,Russia,web_login,Low,Normal
1,2,3,United States,admin_panel,Low,Normal
8,17,6,China,admin_panel,High,Credential Stuffing
16,7,11,Australia,admin_panel,High,Brute Force
30,8,25,India,web_login,High,Brute Force
8,19,2,United Kingdom,web_login,High,Credential Stuffing
3,0,3,Canada,web_login,Low,Normal
11,9,7,Germany,web_login,High,Credential Stuffing
6,20,7,Brazil,web_login,High,Credential Stuffing
31,6,19,Germany,web_login,High,Bot Attack
44,4,20,Canada,web_login,High,Bot Attack
2,1,3,France,web_login,Low,Normal
46,3,23,Australia,admin_panel,High,Bot Attack
34,10,30,Canada,admin_panel,High,Brute Force
49,8,37,China,admin_panel,High,Bot Attack
57,4,29,France,admin_panel,High,Bot Attack
1,1,0,Germany,admin_panel,Low,Normal
42,4,29,Brazil,admin_panel,High,Bot Attack
11,18,8,China,web_login,High,Credential Stuffing
23,11,16,France,web_login,High,Brute Force
1,2,3,Canada,web_login,Low,Normal
52,4,26,India,web_login,High,Bot Attack
33,3,26,United States,admin_panel,High,Bot Attack
16,11,24,United States,web_login,High,Brute Force
2,1,0,Germany,admin_panel,Low,Normal
6,8,2,Australia,admin_panel,High,Credential Stuffing
1,1,2,United States,admin_panel,Low,Normal
45,5,31,Canada,web_login,High,Bot Attack
8,12,2,United States,admin_panel,High,Credential Stuffing
2,2,1,Brazil,web_login,Low,Normal
13,8,8,Russia,web_login,High,Credential Stuffing
21,7,34,Canada,web_login,High,Bot Attack
3,0,2,India,web_login,Low,Normal
8,14,3,Canada,web_login,High,Credential Stuffing
24,7,29,United States,web_login,High,Bot Attack
1,1,2,United Kingdom,web_login,Low,Normal
23,11,30,China,admin_panel,High,Brute Force
3,0,1,Russia,admin_panel,Low,Normal
13,19,5,Australia,admin_panel,High,Credential Stuffing
34,6,21,Australia,web_login,High,Bot Attack
22,9,25,France,web_login,High,Brute Force
56,4,35,Germany,web_login,High,Bot Attack
31,10,15,Germany,admin_panel,High,Brute Force
52,7,39,Australia,admin_panel,High,Bot Attack
12,8,7,China,admin_panel,High,Credential Stuffing
26,5,36,Australia,web_login,High,Bot Attack
22,6,23,Australia,web_login,High,Brute Force
1,0,1,China,web_login,Low,Normal
3,2,0,Australia,web_login,Low,Normal
29,6,20,China,web_login,High,Brute Force
10,20,6,China,admin_panel,High,Credential Stuffing
18,8,26,Canada,web_login,High,Brute Force
20,11,27,United States,web_login,High,Brute Force
10,5,27,United States,admin_panel,High,Brute Force
47,4,23,Germany,web_login,High,Bot Attack
13,15,6,Canada,admin_panel,High,Credential Stuffing
31,12,11,India,admin_panel,High,Brute Force
22,11,10,Russia,web_login,High,Brute Force
57,7,34,Canada,admin_panel,High,Bot Attack
37,9,23,France,web_login,High,Brute Force
3,1,1,Australia,admin_panel,Low,Normal
31,8,19,Brazil,admin_panel,High,Brute Force
32,8,22,China,admin_panel,High,Brute Force
12,10,7,Brazil,web_login,High,Credential Stuffing
23,4,35,United Kingdom,admin_panel,High,Bot Attack
1,2,1,China,web_login,Low,Normal
1,0,0,Canada,web_login,Low,Normal
24,5,14,India,admin_panel,High,Brute Force
12,8,2,China,web_login,High,Credential Stuffing
2,0,1,India,admin_panel,Low,Normal
37,6,35,United Kingdom,admin_panel,High,Bot Attack
23,12,27,Russia,web_login,High,Brute Force
34,6,38,Russia,web_login,High,Bot Attack
9,17,2,France,web_login,High,Credential Stuffing
2,1,1,Canada,web_login,Low,Normal
16,11,20,India,web_login,High,Brute Force
15,19,6,United Kingdom,web_login,High,Credential Stuffing
15,12,7,Brazil,admin_panel,High,Credential Stuffing
1,2,1,India,web_login,Low,Normal
3,2,2,France,admin_panel,Low,Normal
6,13,5,Russia,admin_panel,High,Credential Stuffing
38,7,29,Russia,admin_panel,High,Brute Force
1,1,3,United Kingdom,admin_panel,Low,Normal
3,2,3,Australia,web_login,Low,Normal
2,0,2,Brazil,admin_panel,Low,Normal
11,19,6,China,admin_panel,High,Credential Stuffing
29,11,21,France,admin_panel,High,Brute Force
33,8,28,United States,admin_panel,High,Brute Force
30,7,25,China,admin_panel,High,Bot Attack
12,10,8,Russia,web_login,High,Credential Stuffing
38,9,22,Russia,web_login,High,Brute Force
2,2,1,Russia,web_login,Low,Normal
3,2,2,Australia,web_login,Low,Normal
3,2,1,United States,admin_panel,Low,Normal
2,2,1,Germany,web_login,Low,Normal
2,1,2,Russia,admin_panel,Low,Normal
57,6,38,Australia,admin_panel,High,Bot Attack
59,3,18,China,web_login,High,Bot Attack
1,2,2,United States,web_login,Low,Normal
1,1,3,United Kingdom,web_login,Low,Normal
22,6,28,Brazil,web_login,High,Brute Force
34,3,40,India,web_login,High,Bot Attack
21,8,15,India,admin_panel,High,Brute Force
14,9,3,Russia,admin_panel,High,Credential Stuffing
14,15,2,United Kingdom,web_login,High,Credential Stuffing
12,9,11,India,web_login,High,Brute Force
59,3,26,United Kingdom,web_login,High,Bot Attack
30,6,25,Brazil,web_login,High,Brute Force
34,6,21,Brazil,admin_panel,High,Bot Attack
3,2,0,United States,web_login,Low,Normal
37,6,22,France,web_login,High,Bot Attack
3,2,3,China,web_login,Low,Normal
17,12,10,Germany,admin_panel,High,Brute Force
8,12,6,United Kingdom,web_login,High,Credential Stuffing
3,1,0,France,web_login,Low,Normal
2,2,2,France,admin_panel,Low,Normal
30,4,20,United Kingdom,admin_panel,High,Bot Attack
49,7,35,Canada,web_login,High,Bot Attack
57,7,37,India,web_login,High,Bot Attack
8,18,8,Brazil,web_login,High,Credential Stuffing
23,5,15,Russia,admin_panel,High,Bot Attack
48,8,23,France,admin_panel,High,Bot Attack
7,15,2,France,admin_panel,High,Credential Stuffing
1,2,3,United Kingdom,web_login,Low,Normal
15,10,15,Brazil,web_login,High,Brute Force
10,8,6,Australia,admin_panel,High,Credential Stuffing
